"doc_path","document_class","materialization_decision","decision_rationale","disposition","standard_ids","semantic_owner_node_ids","materialized_target_node_ids","rollup_not_applicable_node_ids","materialized_rule_ids","rollup_not_applicable_rule_ids","human_decision"
"docs/kernel-execution-contract-matrix.md","directive-contract","task-materialize","Taslak ADR-X1 kararı açık kalırken typed-mutation tüketicisi, golden proof fixture ve CI conformance görevlerine call-path/zarf kontrolü olarak uygulanır; k-exec-context motor implementasyonu sahiplenilmez.","task-materialized+task-rollup-n-a+task-ref","","app-kernel","golden-slice-ref|std-ci-gates","platform-customer-graphql","kernel-execution-contract-ci|kernel-execution-contract-golden-proof","kernel-execution-contract-customer-mutation","no"
"docs/kernel-governance-decision-pack-2026-07-15.md","gap-audit","reference-only","Tarihli NO-GO ve seçilmemiş insan-karar menüsüdür; WBS, queue, ADR veya tenancy kararı üretmeden denetim referansı olarak kalır.","task-ref","","archetype-storage-contract","","","","","no"
"docs/kernel-numeronym-eslemesi.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","atomic-type-contract|k-wbs","atomic-type-contract","","catalog-kernel-numeronym-map","","no"
"docs/kernel-readiness-gap-analysis-2026-07-14.md","gap-audit","reference-only","Tarihli repo-gerçekliği ve NO-GO kaydıdır; leaf task ref/notunda izlenir, runtime evidence veya executable sıra sayılmaz.","task-ref","","archetype-storage-contract","","","","","no"
"docs/kernel-sdk-app-delivery-sequence.md","catalog-reference","task-materialize","Kernel - SDK - App-Core - App-Modules - App Delivery Sequence: etkin rule içinde seçili WBS görevlerine dosyaya özgü içerik kaynağı olur.","standard-ref+task-materialized+task-rollup-n-a+task-ref","sdk-development","be-sdk|k-authz|k-bus|k-policy-pdp|k-tenancy|l1-workflow|platform-factory","customer|std-ci-gates","k-wbs|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui","kernel-sdk-customer-delivery-sequence|kernel-sdk-delivery-ci","kernel-sdk-customer-delivery-sequence|kernel-sdk-wbs-governance","no"
"docs/kernel-sdk-app-sequence-gap-report-2026-07-08.md","gap-audit","reference-only","Kernel - SDK - App-Core - App-Modules Sira Gap Raporu: tarihsel bulgu veya durum kaydıdır; runtime kanıtı değil, referanstır.","task-ref+catalog","","std-ci-gates","","","","","no"
"docs/kume-e-panel-eca-plan.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref","","k-boyut2-developer-panel|k-control-planes","std-ui-surfacing","","catalog-panel-eca-visibility-plan","","no"
"docs/l1-audit-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık append-only audit bulguları task evidence sayılmadan l1-audit görevinde risk, remediation, test, verification ve release kriterlerine projekte edilir.","task-materialized+task-ref","","l1-audit","l1-audit","","l1-audit-open-gaps","","no"
"docs/l1-workflow-eca-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık workflow/ECA bulguları task evidence sayılmadan ilgili executable workflow görevlerinde risk, remediation, test, verification ve release kriterlerine projekte edilir.","task-materialized+task-ref","","l1-workflow","s-bpm","","l1-workflow-eca-open-gaps","","no"
"docs/marketplace-module-security-directive.md","directive-contract","task-materialize","İmza, SBOM, permission diff, sandbox, RLS, quarantine ve rollback tehdit kontrolleri yalnız external-module güvenlik sahibi merkezi CI gate görevine uygulanır; ticari s-marketplace kapsam dışıdır.","task-materialized+task-ref","","dx-marketplace|std-ci-gates","std-ci-gates","","marketplace-module-security-runtime-contract","","no"
"docs/media-file-manager-maturity-codex-directive-2026-07-13.md","directive-contract","task-materialize","Media & File-Manager Modül Ailesi — Maturity-Level Gereksinim Analizi…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref+catalog","","s-dms","s-dms","","media-maturity","","no"
"docs/meta-framework-implementation-development-plan.md","catalog-reference","task-materialize","Meta-Framework Implementation Development Plan: etkin rule içinde seçili WBS görevlerine dosyaya özgü içerik kaynağı olur.","task-materialized+task-rollup-n-a+task-ref","","be-sdk|build-enterprise-readiness|build-ilk-dikey-dilim|build-referans-uygulama|build-risk-defteri|customer|deploy-yap|dx-cli|dx-workflow|k-authz|k-bus|k-capability|k-policy-pdp|k-tenancy|l1-audit|l1-workflow|platform-authn-authz|platform-cicd|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui|platform-db-schema|platform-factory|platform-graphql-api|platform-observability|platform-seed-data|platform-tenancy|platform-ui-surface|std-ci-gates","customer|dx-api-gateway|l1-audit|s-audit|s-event|s-observability|scale-outbox","cc-obs|k-tenancy-deep|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui","meta-framework-customer-wave|meta-framework-wave0-support","meta-framework-customer-wave|meta-framework-wave0-support","no"
"docs/micro-step-atom-gap-claude-vibecoding-2026-07-02.md","gap-audit","reference-only","Micro Step / Atom Gap Analizi ve Claude Vibecoding Raporu: tarihsel bulgu veya durum kaydıdır; runtime kanıtı değil, referanstır.","task-ref+catalog","","k-wbs","","","","","no"
"docs/mode-profile-contract.md","directive-contract","task-materialize","Korunan k-mode motoru yeniden uygulanmaz; versioned ModeProfileRef preview/publish, capability/PDP bileşimi ve rollback tüketim kriterleri gerçek commerce/studio consumer görevlerine uygulanır.","standard-ref+task-materialized+task-ref","c12n|p13n","k-mode","s-commerce|s-marketplace|s-studio|s-subscription-commerce","","mode-profile-runtime-contract","","no"
"docs/next-30-days-plan.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","std-ci-gates|std-docs","","catalog-next-thirty-days-execution-plan","","no"
"docs/node.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-schema-foundation","std-schema-foundation","","catalog-addressable-record-architecture","","no"
"docs/panel-tier-contract.md","directive-contract","task-materialize","Korunan k-surface panel-tier şeması yeniden uygulanmaz; route namespace, capability/PDP, veri görünürlüğü ve Master Component state tüketim kuralları gerçek Customer UI görevine uygulanır.","task-rollup-n-a+task-ref","","k-boyut2-developer-panel|k-boyut3-tenant-panel|k-control-planes","","platform-customer-ui","","panel-tier-runtime-contract","no"
"docs/pdp-policy-contract.md","directive-contract","task-materialize","Korunan k-policy-pdp motoru yeniden uygulanmaz; default-deny decision, reason/policyRef audit ve cross-tenant guard tüketim yükümlülükleri security ve permission-bearing domain görevlere dağıtılır.","standard-ref+task-materialized+task-ref","authz-rbac-abac|edge-security|mfa|oidc|sso","k-policy-pdp","cc-security|customer|product|s-clm|s-hrms|s-iam|s-marketplace|s-pim","","pdp-policy-runtime-contract","","no"
"docs/pim-ozellik-yonerge-kapsama.md","catalog-reference","task-materialize","41 PIM özelliğinin kernel, ArcheType, Surface ve açık gap eşlemesi s-pim görevinin sayılabilir kapsam ve doğrulama sözleşmesine dönüştürülür.","task-materialized+task-ref","","s-pim","s-pim","","pim-capability-coverage-contract","","no"
"docs/pim-product-archetype-referans.md","catalog-reference","task-materialize","Product/Variant/Family, typed EAV, taxonomy, Party ve channel model sınırları s-pim görevinde şema, test ve gap kabul maddelerine dönüştürülür.","task-materialized+task-ref","","s-pim","s-pim","","pim-product-archetype-contract","","no"
"docs/platform-authn-authz-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık authn/authz bulguları task evidence sayılmadan policy-context-contract görevinde risk, remediation, test, verification ve release kriterlerine projekte edilir.","task-materialized+task-ref","","platform-authn-authz","policy-context-contract","","platform-authn-authz-open-gaps","","no"
"docs/platform-cicd-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık CI/CD bulguları task evidence sayılmadan std-ci-gates ve hello-platform-smoke görevlerinde risk, remediation, test, verification ve release kriterlerine projekte edilir.","task-materialized+task-ref","","platform-cicd","std-ci-gates","","platform-cicd-open-gaps","","no"
"docs/platform-cust01-customer-app-core-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan platform-factory app ve k-capability module düğümleri değiştirilmeden customer-app-core-shell feature görevi modellenmiştir; CUST-01 teslim ve kabul kapıları bu leaf task içeriğine uygulanır.","task-materialized+task-ref","","k-capability|platform-factory","customer-app-core-shell","","customer-app-core-shell","","no"
"docs/platform-cust02-customer-model-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","CUST-02 Customer Model Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-rollup-n-a+task-ref","","platform-customer-model","","platform-customer-model","","platform-customer-model","no"
"docs/platform-cust03-customer-graphql-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","CUST-03 Customer GraphQL/API Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-rollup-n-a+task-ref","","platform-customer-graphql","","platform-customer-graphql","","platform-customer-graphql","no"
"docs/platform-cust04-customer-ui-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","CUST-04 Customer UI Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-rollup-n-a+task-ref","","platform-customer-ui","","platform-customer-ui","","platform-customer-ui","no"
"docs/platform-cust05-customer-seed-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","CUST-05 Customer Seed Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-rollup-n-a+task-ref","","platform-customer-seed","","platform-customer-seed","","platform-customer-seed","no"
"docs/platform-cust06-customer-e2e-evidence-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","CUST-06 Customer E2E + Evidence Writeback Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-rollup-n-a+task-ref","","customer|platform-customer-graphql|platform-customer-seed|platform-customer-ui","customer","platform-customer-graphql|platform-customer-seed|platform-customer-ui","platform-customer-e2e","platform-customer-e2e","no"
"docs/platform-customer-app-core-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Customer app-core bulguları evidence sayılmadan customer-app-core-shell görevinde risk, remediation, test, verification ve release kriterlerine uygulanır.","task-materialized+task-ref","","k-capability|platform-factory","customer-app-core-shell","","customer-app-core-readiness-open-gaps","","no"
"docs/platform-customer-e2e-evidence-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Customer E2E/evidence bulguları gerçekleşmiş kanıt sayılmadan Customer executable görevlerinin test, verification ve release kapılarına uygulanır.","task-rollup-n-a+task-ref","","platform-customer-graphql|platform-customer-ui|platform-factory","","platform-customer-graphql|platform-customer-ui","","customer-e2e-evidence-open-gaps","no"
"docs/platform-customer-graphql-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Customer GraphQL bulguları evidence sayılmadan platform-customer-graphql görevinde risk, remediation, test, verification ve release kriterlerine uygulanır.","task-rollup-n-a+task-ref","","platform-customer-graphql","","platform-customer-graphql","","customer-graphql-open-gaps","no"
"docs/platform-customer-model-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Customer model bulguları evidence sayılmadan platform-customer-model görevinde risk, remediation, test, verification ve release kriterlerine uygulanır.","task-rollup-n-a+task-ref","","platform-customer-model","","platform-customer-model","","customer-model-open-gaps","no"
"docs/platform-customer-pr-execution-handoff-2026-07-09.md","handoff-agent-pack","task-materialize","Platform Customer PR Execution Handoff — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-rollup-n-a+task-ref","","customer|k-capability|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui|platform-factory","customer","platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui","platform-customer-handoff","platform-customer-handoff","no"
"docs/platform-customer-seed-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Customer seed bulguları evidence sayılmadan platform-customer-seed görevinde risk, remediation, test, verification ve release kriterlerine uygulanır.","task-rollup-n-a+task-ref","","platform-customer-seed","","platform-customer-seed","","customer-seed-open-gaps","no"
"docs/platform-customer-ui-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Customer UI bulguları evidence sayılmadan platform-customer-ui görevinde risk, remediation, Storybook/test, verification ve release kriterlerine uygulanır.","task-rollup-n-a+task-ref","","platform-customer-ui","","platform-customer-ui","","customer-ui-open-gaps","no"
"docs/platform-db-schema-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık DB/migration bulguları evidence sayılmadan platform-migration-contract görevinde risk, remediation, test, verification ve rollback kriterlerine uygulanır.","task-materialized+task-ref","","platform-db-schema","platform-migration-contract","","platform-db-schema-open-gaps","","no"
"docs/platform-hello-platform-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık Hello Platform boot/smoke bulguları evidence sayılmadan hello-platform-smoke görevinde risk, test, verification ve release kriterlerine uygulanır.","task-materialized+task-ref","","platform-factory","hello-platform-smoke","","hello-platform-open-gaps","","no"
"docs/platform-implementation-advanced-gap-report-2026-07-09.md","gap-audit","task-materialize","Açık ileri platform implementasyon boşlukları evidence sayılmadan ilgili executable platform görevlerinin remediation, test, verification ve rollback sözleşmelerine uygulanır.","task-materialized+task-ref+catalog","","std-ci-gates","std-ci-gates|std-docs","","platform-advanced-handoff-gap-remediation","","no"
"docs/platform-implementation-execution-queue-2026-07-09.md","handoff-agent-pack","task-materialize","Foundation, Customer, Wave 2–4 sıra, predecessor, stop-gate ve non-goal hükümleri 21 executable platform görevine source-specific prompt ve faz kriteri olarak uygulanır.","task-materialized+task-rollup-n-a+task-ref","","be-sdk|build-enterprise-readiness|build-ilk-dikey-dilim|build-referans-uygulama|build-risk-defteri|cc-security|customer|deploy-yap|dx-cli|dx-marketplace|dx-workflow|k-authz|k-bus|k-capability|k-policy-pdp|k-tenancy|l1-audit|l1-workflow|platform-authn-authz|platform-cicd|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui|platform-db-schema|platform-factory|platform-observability|platform-tenancy|product|s-inventory|std-ci-gates","capability-registry-contract|customer|customer-app-core-shell|deploy-yap|golden-slice-ref|hello-platform-smoke|l1-audit|platform-migration-contract|policy-context-contract|s-bpm|s-observability|scale-outbox|sdk-app-core-template|sdk-module-template|sdk-public-contract|std-ci-gates|tenant-context-contract","platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui","platform-linear-execution-queue-evidence-gate","platform-linear-execution-queue-evidence-gate","no"
"docs/platform-initial-11-pr-execution-handoff-2026-07-09.md","handoff-agent-pack","task-materialize","Platform Initial 11 PR Execution Handoff — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","be-sdk|dx-cli|k-authz|k-bus|k-capability|k-policy-pdp|k-tenancy|l1-audit|l1-workflow|platform-authn-authz|platform-cicd|platform-db-schema|platform-factory|platform-observability|platform-tenancy","std-ci-gates","","platform-foundation-pr01-pr11-handoff","","no"
"docs/platform-kdp01-archetype-storage-agent-pack-2026-07-14.md","handoff-agent-pack","reference-only","Planlı insan geliştirici handoff'udur; leaf task ref'iyle izlenir, queue kararı veya implementation evidence gibi materialize edilmez.","task-ref","","archetype-storage-contract","","","","","no"
"docs/platform-observability-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık observability bulguları evidence sayılmadan ilgili executable observability görevinde risk, remediation, test, verification ve release kriterlerine uygulanır.","task-rollup-n-a+task-ref","","platform-observability","","cc-obs|cc-obs-deep","","platform-observability-open-gaps","no"
"docs/platform-pr01-blocker-report-template-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 blocker şablonu std-ci-gates görevinde zorunlu alan, fail-closed durum, yeniden-deneme ve stale-blocker kurallarına dönüşen etkin bir yürütme sözleşmesidir.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-blocker-report","","no"
"docs/platform-pr01-ci-baseline-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 CI Baseline Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","platform-cicd|platform-factory","deploy-yap|std-ci-gates","","platform-pr01-ci-baseline","","no"
"docs/platform-pr01-current-blocker-report-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık PR-01 remote/default-branch blocker'ları gerçekleşmiş kanıt sayılmadan std-ci-gates görevinde risk, unblock testi, verification ve release stop-gate olarak uygulanır.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-current-blocker-open-gap","","no"
"docs/platform-pr01-evidence-intake-template-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 evidence intake şablonu std-ci-gates görevinde gerçek remote, PR, CI, test ve protection kanıtının kabul-ret ölçütlerine dönüşen etkin bir handoff sözleşmesidir.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-evidence-intake","","no"
"docs/platform-pr01-implementation-dispatch-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 Implementation Dispatch — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-implementation-dispatch","","no"
"docs/platform-pr01-remote-unblock-request-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 remote unblock isteği std-ci-gates görevinde yetkili owner, remote, default branch, required check ve gizli-değer taşımayan kanıt gereksinimlerine dönüşür.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-remote-unblock-request","","no"
"docs/platform-pr01-remote-unblock-response-intake-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 remote cevap intake belgesi std-ci-gates görevinde request eşleşmesi, insan yetkisi, accept-reject yönlendirmesi ve stale cevap invalidation ölçütlerine dönüşür.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-remote-unblock-response-intake","","no"
"docs/platform-pr01-remote-verification-evidence-report-template-2026-07-09.md","handoff-agent-pack","task-materialize","PR-01 remote verification raporu std-ci-gates görevinde remote-verified, blocked ve rejected-output sonuçlarını gerçek komut çıktısıyla ayıran etkin kapanış sözleşmesidir.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-remote-verification-report","","no"
"docs/platform-pr01-remote-verification-runbook-2026-07-09.md","directive-contract","task-materialize","PR-01 Remote Verification Runbook — 2026-07-09: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref","","platform-cicd|platform-factory","std-ci-gates","","platform-pr01-remote-verification","","no"
"docs/platform-pr02-tenancy-context-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan platform-tenancy ve k-tenancy module düğümleri yerine tenant-context-contract archetype görevi modellenmiştir; request/job/event tenant bağlamı ve izolasyon kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","k-tenancy|platform-tenancy","tenant-context-contract","","tenant-context-contract","","no"
"docs/platform-pr03-authz-pdp-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan authz/PDP module düğümleri yerine policy-context-contract archetype görevi modellenmiştir; ActorContext, PolicyContext ve default-deny karar kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","k-authz|k-policy-pdp|platform-authn-authz","policy-context-contract","","policy-context-contract","","no"
"docs/platform-pr04-event-outbox-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","PR-04 Event/Outbox Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","k-bus","scale-invariant|scale-outbox","","platform-pr04-event-outbox","","no"
"docs/platform-pr05-eca-runtime-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","PR-05 ECA Runtime Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","l1-workflow","s-bpm","","platform-pr05-eca-runtime","","no"
"docs/platform-pr06-audit-envelope-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","PR-06 Audit Envelope Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","l1-audit","l1-audit","","platform-pr06-audit-envelope","","no"
"docs/platform-pr07-capability-registry-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan k-capability module düğümü yerine capability-registry-contract archetype görevi modellenmiştir; manifest, entitlement, health ve revoke kapıları bu leaf task içeriğine uygulanır.","task-materialized+task-ref","","k-capability","capability-registry-contract","","capability-registry-contract","","no"
"docs/platform-pr08-db-schema-migrations-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan platform-db-schema module düğümü yerine platform-migration-contract archetype görevi modellenmiştir; Alembic baseline, tenant şeması ve reversible migration kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","platform-db-schema","platform-migration-contract","","platform-migration-contract","","no"
"docs/platform-pr09-observability-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","PR-09 Observability Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-rollup-n-a+task-ref","","platform-observability","s-observability","cc-obs","platform-pr09-observability","platform-pr09-observability","no"
"docs/platform-pr10-sdk-public-contract-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan be-sdk ve dx-cli module düğümleri yerine sdk-public-contract archetype görevi modellenmiştir; sürümlü public API, deterministik codegen ve deprecation kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","be-sdk|dx-cli","sdk-public-contract","","sdk-public-contract","","no"
"docs/platform-pr11-hello-platform-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan platform-factory app düğümü değiştirilmeden hello-platform-smoke archetype görevi modellenmiştir; API/UI/GraphQL/tenant/SDK uçtan uca smoke kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","platform-factory","hello-platform-smoke","","hello-platform-smoke","","no"
"docs/platform-product-code-write-prohibition-directive.md","directive-contract","task-materialize","Platform Product Code Write Prohibition Directive: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","standard-ref+task-materialized+task-ref","ai-governance","dx-workflow","std-ci-gates","","platform-product-code-boundary","","no"
"docs/platform-repo-reality-audit-2026-07-09.md","gap-audit","task-materialize","Belgedeki repo-reality uyuşmazlıkları mevcut PASS iddiası yapılmadan std-ci-gates ve ilgili platform görevlerinde doğrulama girdisi ve fail-closed risk olarak uygulanır.","task-materialized+task-ref","","platform-factory","hello-platform-smoke|std-ci-gates","","platform-repo-reality-open-gaps","","no"
"docs/platform-tenancy-readiness-gap-2026-07-09.md","gap-audit","task-materialize","Belgedeki açık tenancy/izolasyon bulguları evidence sayılmadan tenant-context-contract görevinde risk, negatif test, verification ve release kriterlerine uygulanır.","task-materialized+task-ref","","platform-tenancy","tenant-context-contract","","platform-tenancy-open-gaps","","no"
"docs/platform-w2-01-sdk-app-core-template-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan be-sdk ve dx-cli module düğümleri yerine sdk-app-core-template feature görevi modellenmiştir; deterministik app-core iskeleti ve tekrar üretim kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","be-sdk|dx-cli","sdk-app-core-template","","sdk-app-core-template","","no"
"docs/platform-w2-02-sdk-module-template-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","Korunan be-sdk ve dx-cli module düğümleri yerine sdk-module-template feature görevi modellenmiştir; deterministik module manifest/health/permission/harness kapıları bu leaf içeriğine uygulanır.","task-materialized+task-ref","","be-sdk|dx-cli","sdk-module-template","","sdk-module-template","","no"
"docs/platform-w2-03-sdk-generator-guardrails-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W2-03 SDK Generator Guardrails Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","be-sdk|dx-cli|dx-workflow","golden-slice-ref|std-ci-gates","","platform-w2-03-generator-guardrails","","no"
"docs/platform-w2-04-orderops-vertical-slice-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W2-04 OrderOps Vertical Slice Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","build-ilk-dikey-dilim|build-referans-uygulama","s-sales","","platform-w2-04-orderops-vertical-slice","","no"
"docs/platform-w2-05-inventory-vertical-slice-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W2-05 Inventory Vertical Slice Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","build-referans-uygulama|s-inventory","s-inventory","","platform-w2-05-inventory-vertical-slice","","no"
"docs/platform-w2-06-sdk-repeatability-diff-report-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W2-06 SDK Repeatability Diff Report Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","be-sdk|build-ilk-dikey-dilim|build-referans-uygulama|customer|dx-workflow|s-inventory","customer|golden-slice-ref|s-inventory|s-sales","","platform-w2-06-repeatability-diff-report","","no"
"docs/platform-w3-01-enterprise-security-gates-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W3-01 Enterprise Security Gates Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-rollup-n-a+task-ref","","cc-security|k-authz|k-tenancy|l1-audit","cc-security|l1-audit","k-tenancy-deep","platform-w3-01-enterprise-security-gates","platform-w3-01-enterprise-security-gates","no"
"docs/platform-w3-02-enterprise-performance-gates-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W3-02 Enterprise Performance Gates Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-rollup-n-a+task-ref","","build-enterprise-readiness","std-ci-gates","cc-obs","platform-w3-02-enterprise-performance-gates","platform-w3-02-enterprise-performance-gates","no"
"docs/platform-w3-03-enterprise-accessibility-gates-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W3-03 Enterprise Accessibility Gates Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-rollup-n-a+task-ref","","build-enterprise-readiness","std-ui-surfacing","cc-a11y-backend","platform-w3-03-enterprise-accessibility-gates","platform-w3-03-enterprise-accessibility-gates","no"
"docs/platform-w3-04-enterprise-reliability-gates-agent-pack-2026-07-09.md","handoff-agent-pack","task-materialize","W3-04 Enterprise Reliability Gates Agent Pack — 2026-07-09: etkin rule ile seçili görevlere kapsam, test ve evidence kapısı sağlar.","task-materialized+task-ref","","build-enterprise-readiness|deploy-yap","deploy-yap|scale-invariant|scale-outbox","","platform-w3-04-enterprise-reliability-gates","","no"
